Date,Adj Close,High,Low,Open,aggregate_sentiment_mean,aggregate_sentiment_median,aggregate_sentiment_std,Target,TargetClass,TargetNextClose,Date
2024-05-01,420.260498046875,430.1400146484375,420.6600036621094,423.1499938964844,0.029358920461243738,0.15137268965517242,0.15649113693119904,0.324432373046875,1,425.6244201660156,2024-05-01
2024-05-02,425.6244201660156,427.80999755859375,420.6300048828125,425.29998779296875,0.05252707644824311,0.15637357407407407,0.12485176158315497,-0.26116943359375,0,434.1788330078125,2024-05-02
2024-05-03,434.1788330078125,436.4800109863281,432.6199951171875,434.44000244140625,0.05104987798497799,0.162526,0.15322980670425365,1.634552001953125,1,438.9345397949219,2024-05-03
2024-05-06,438.9345397949219,440.3399963378906,436.5199890136719,437.29998779296875,0.03663812496762497,0.15837,0.10636743086046985,-1.6956787109375,0,439.00433349609375,2024-05-06
2024-05-07,439.00433349609375,441.9700012207031,439.5799865722656,440.70001220703125,0.038530123232323236,0.2183326,0.14066546541603772,1.075103759765625,1,438.7451171875,2024-05-07
2024-05-08,438.7451171875,441.4800109863281,437.54998779296875,437.6700134277344,0.02112880484330484,0.1528446111111111,0.1590970300453785,-0.62774658203125,0,439.7022399902344,2024-05-08
2024-05-09,439.7022399902344,441.6000061035156,438.4599914550781,440.3299865722656,0.04212734768009768,0.14821641666666668,0.08569787111991152,-1.800872802734375,0,440.7391357421875,2024-05-09
2024-05-10,440.7391357421875,444.30999755859375,440.5,442.5400085449219,0.04357761324786325,0.128717,0.10625188470451938,-2.233917236328125,0,441.7560729980469,2024-05-10
2024-05-13,441.7560729980469,444.0899963378906,441.6499938964844,443.989990234375,0.03485240855957767,0.150086,0.13897352254205247,1.94757080078125,1,444.5975646972656,2024-05-13
2024-05-14,444.5975646972656,446.4700012207031,442.4599914550781,442.6499938964844,0.04499442872682873,0.12448299999999998,0.05259978004433372,3.11676025390625,1,451.5467529296875,2024-05-14
2024-05-15,451.5467529296875,453.1499938964844,446.8999938964844,448.42999267578125,0.0398415767935768,0.194695,0.1345861166611709,-2.080474853515625,0,450.6295166015625,2024-05-15
2024-05-16,450.6295166015625,454.69000244140625,451.80999755859375,452.7099914550781,0.05471430858030858,0.14746133333333333,0.1384837900978801,-1.6998291015625,0,450.41015625,2024-05-16
2024-05-17,450.41015625,452.7200012207031,449.5400085449219,452.1099853515625,0.06953159401709401,0.167122,0.10309373620379926,1.57073974609375,1,453.5507507324219,2024-05-17
2024-05-20,453.5507507324219,455.5799865722656,451.7900085449219,451.9800109863281,0.05635521510754204,0.151495,0.10828047115135313,1.3980712890625,1,454.4380798339844,2024-05-20
2024-05-21,454.4380798339844,455.989990234375,452.8399963378906,453.0400085449219,0.05805073005698006,0.158109,0.16693077116463545,-1.711669921875,0,454.34832763671875,2024-05-21
2024-05-22,454.34832763671875,456.82000732421875,453.0799865722656,456.05999755859375,0.037504132112332104,0.128448375,0.06893070368638678,-8.2454833984375,0,452.30450439453125,2024-05-22
2024-05-23,452.30450439453125,460.5799865722656,451.8500061035156,460.54998779296875,0.056705791880341874,0.1404562,0.10339767787333509,1.291656494140625,1,456.5816650390625,2024-05-23
2024-05-24,456.5816650390625,459.2300109863281,453.57000732421875,455.2900085449219,0.043978277370777384,0.10219992857142857,0.1288835929104131,-0.873504638671875,0,458.3064880371094,2024-05-24
2024-05-28,458.3064880371094,459.739990234375,456.69000244140625,459.17999267578125,0.03155997996618766,0.16963820000000002,0.10102821619252894,-0.403839111328125,0,455.076171875,2024-05-28
2024-05-29,455.076171875,458.239990234375,455.3399963378906,455.4800109863281,0.03021311319399555,0.10245166666666666,0.13037050645728052,-5.299224853515625,0,450.2007751464844,2024-05-29
2024-05-30,450.2007751464844,455.6400146484375,450.2099914550781,455.5,0.03491811691804927,0.13742275,0.15740696297883475,-2.416717529296875,0,449.36328125,2024-05-30
2024-05-31,449.36328125,452.4800109863281,443.05999755859375,451.7799987792969,0.05262879017094018,0.1826732,0.12335485664735452,-2.7939453125,0,451.77606201171875,2024-05-31
2024-06-03,451.77606201171875,455.5799865722656,447.8999938964844,454.57000732421875,0.022827341168091167,0.027642,0.14012743120891785,0.142364501953125,1,453.0123596191406,2024-06-03
2024-06-04,453.0123596191406,455.5799865722656,451.1300048828125,452.8699951171875,0.031493302843524,0.1119655,0.1133895443444302,4.16497802734375,1,462.1449890136719,2024-06-04
2024-06-05,462.1449890136719,463.6099853515625,454.4100036621094,457.9800109863281,0.0685124797008547,0.18395250000000002,0.12916936756934463,-2.234527587890625,0,461.9854736328125,2024-06-05
2024-06-06,461.9854736328125,464.5400085449219,462.19000244140625,464.2200012207031,0.029361329670329672,0.0687045,0.15336735662387652,-1.423309326171875,0,461.5766906738281,2024-06-06
2024-06-07,461.5766906738281,465.739990234375,461.8399963378906,463.0,0.05555899284049284,0.141613,0.17197986111010127,1.62109375,1,463.44110107421875,2024-06-07
2024-06-10,463.44110107421875,465.19000244140625,461.5299987792969,461.82000732421875,0.05299588714063713,0.16496850000000002,0.1002989998033408,3.08154296875,1,466.6215515136719,2024-06-10
2024-06-11,466.6215515136719,468.1400146484375,462.0299987792969,463.5400085449219,0.029840895971549816,0.06746,0.11364036764732907,0.743255615234375,1,472.7332458496094,2024-06-11
2024-06-12,472.7332458496094,476.5,471.2900085449219,471.989990234375,0.07589521845376845,0.16070929166666667,0.1798931591958948,-2.4244384765625,0,475.2955627441406,2024-06-12
2024-06-13,475.2955627441406,478.3900146484375,474.4200134277344,477.7200012207031,0.05142277258852258,0.14323550000000002,0.08549383918902324,1.23822021484375,1,477.7582092285156,2024-06-13
2024-06-14,477.7582092285156,479.260009765625,476.04998779296875,476.5199890136719,0.04860705708180708,0.14872566666666667,0.12607670461513193,4.150665283203125,1,483.61065673828125,2024-06-14
2024-06-17,483.61065673828125,486.8599853515625,478.1400146484375,479.4599914550781,0.06811292191697192,0.21500357142857143,0.07660484135662746,-1.24981689453125,0,483.76019287109375,2024-06-17
2024-06-18,483.76019287109375,485.8999938964844,483.42999267578125,485.010009765625,0.07076371877054569,0.17028933333333335,0.13485800333646253,-6.38861083984375,0,480.0314025878906,2024-06-18
2024-06-20,480.0314025878906,486.8399963378906,479.6199951171875,486.4200134277344,0.033935501942501944,0.14043066666666668,0.13570862169643236,-2.44476318359375,0,478.7452392578125,2024-06-20
2024-06-21,478.7452392578125,482.5400085449219,478.6700134277344,481.19000244140625,0.053703324903728755,0.179762,0.08844282841565343,-4.885101318359375,0,473.2948913574219,2024-06-21
2024-06-24,473.2948913574219,479.92999267578125,473.82000732421875,478.17999267578125,0.03286603951117109,0.13940447222222224,0.1631017295548374,2.637298583984375,1,478.7073059082031,2024-06-24
2024-06-25,478.7073059082031,479.67999267578125,475.1199951171875,476.07000732421875,0.06938966002331003,0.1988834,0.14948913064601538,1.145904541015625,1,479.6958923339844,2024-06-25
2024-06-26,479.6958923339844,480.9200134277344,478.1300048828125,478.54998779296875,0.04841359306377383,0.11031766666666666,0.16596141077148371,0.81414794921875,1,480.93414306640625,2024-06-26
2024-06-27,480.93414306640625,483.1000061035156,479.29998779296875,480.1199951171875,0.04688271326821328,0.16615075,0.12145159485141704,-3.97235107421875,0,478.4376525878906,2024-06-27
2024-06-28,478.4376525878906,487.20001220703125,478.4599914550781,482.4100036621094,0.04939301714489214,0.18327672222222222,0.09228067553072374,1.2037353515625,1,481.2437438964844,2024-06-28
2024-07-01,481.2437438964844,482.489990234375,476.260009765625,480.0400085449219,0.05827428717948718,0.18474200000000002,0.1552902768302863,5.886627197265625,1,486.296630859375,2024-07-01
2024-07-02,486.296630859375,487.0400085449219,480.2799987792969,480.4100036621094,0.06892892191142193,0.15248350000000002,0.1700864270672521,4.130950927734375,1,490.3509521484375,2024-07-02
2024-07-03,490.3509521484375,491.1700134277344,486.2200012207031,486.2200012207031,0.05535108717948718,0.14311333333333331,0.11519030039343589,3.57373046875,1,495.4637451171875,2024-07-03
2024-07-05,495.4637451171875,496.6000061035156,491.5899963378906,491.8900146484375,0.05890512435897436,0.178766,0.1055903844559137,0.112091064453125,1,496.64208984375,2024-07-05
2024-07-08,496.64208984375,497.8999938964844,495.5,496.5299987792969,0.053112367735042736,0.18275226666666666,0.11593150451117257,-1.79852294921875,0,497.07147216796875,2024-07-08
2024-07-09,497.07147216796875,500.0,496.239990234375,498.8699951171875,0.048274904570791526,0.2002132391304348,0.13812826808053302,2.544219970703125,1,502.25421142578125,2024-07-09
2024-07-10,502.25421142578125,503.5199890136719,498.3900146484375,499.7099914550781,0.03344567440049829,0.131925,0.14129828398830405,-11.830322265625,0,491.23968505859375,2024-07-10
2024-07-11,491.23968505859375,503.2799987792969,490.7300109863281,503.07000732421875,0.05089413536324786,0.13158216666666667,0.08248563081049495,1.615631103515625,1,494.1256408691406,2024-07-11
2024-07-12,494.1256408691406,499.6199951171875,492.0400085449219,492.510009765625,0.04104458205128206,0.171483,0.1209875960186664,-1.156219482421875,0,495.4537658691406,2024-07-12
2024-07-15,495.4537658691406,501.010009765625,494.0899963378906,496.6099853515625,0.062123452934472925,0.21673333333333336,0.13376334196053363,-1.97650146484375,0,495.64349365234375,2024-07-15
2024-07-16,495.64349365234375,498.44000244140625,493.1499938964844,497.6199951171875,0.05120682880844646,0.134704,0.14490505023404024,-7.186065673828125,0,481.09393310546875,2024-07-16
2024-07-17,481.09393310546875,488.79998779296875,481.70001220703125,488.2799987792969,0.025039505827505828,0.20376872727272727,0.10071985413496896,-6.712860107421875,0,478.817138671875,2024-07-17
2024-07-18,478.817138671875,485.7099914550781,476.2699890136719,485.5299987792969,0.00986925339366516,0.15460288235294117,0.15686835821138997,-4.576904296875,0,474.5730895996094,2024-07-18
2024-07-19,474.5730895996094,481.69000244140625,473.94000244140625,479.1499938964844,0.02725301590693257,0.17833729166666668,0.08611098320320218,0.483184814453125,1,481.6431884765625,2024-07-19
2024-07-22,481.6431884765625,483.3500061035156,477.7099914550781,481.1600036621094,0.01474737068540434,0.18958676923076923,0.19820253933264415,-1.464447021484375,0,479.945556640625,2024-07-22
2024-07-23,479.945556640625,484.42999267578125,480.1400146484375,481.4100036621094,0.04097741118881119,0.22595195,0.0964983511943011,-11.090240478515625,0,462.7297668457031,2024-07-23
2024-07-24,462.7297668457031,474.19000244140625,462.510009765625,473.82000732421875,0.018248307857733664,0.1251245,0.15421375339045443,-6.09307861328125,0,457.6269226074219,2024-07-24
2024-07-25,457.6269226074219,467.94000244140625,455.6300048828125,463.7200012207031,0.021597319458613887,0.15408568965517241,0.04164037776331875,-0.32965087890625,0,462.3203430175781,2024-07-25
2024-07-26,462.3203430175781,465.92999267578125,459.7699890136719,462.6499938964844,0.027246927413273003,0.1776150208333333,0.048915461287443944,-2.460968017578125,0,463.2490234375,2024-07-26
2024-07-29,463.2490234375,467.9100036621094,461.6199951171875,465.7099914550781,0.03347076984126984,0.1781807142857143,0.07254623017913586,-8.9620361328125,0,456.8879699707031,2024-07-29
2024-07-30,456.8879699707031,466.55999755859375,454.1499938964844,465.8500061035156,0.020212864630467575,0.19796675000000002,0.024154731105557208,2.538970947265625,1,470.4089660644531,2024-07-30
2024-07-31,470.4089660644531,472.7900085449219,466.4100036621094,467.8699951171875,0.041201026990553315,0.259701375,0.0838813773207466,-12.745025634765625,0,459.0149841308594,2024-07-31
2024-08-01,459.0149841308594,475.54998779296875,455.9800109863281,471.760009765625,0.019732372596153847,0.146823390625,0.09302491882478854,-2.769744873046875,0,448.1202697753906,2024-08-01
2024-08-02,448.1202697753906,453.57000732421875,444.4700012207031,450.8900146484375,0.027712235754985753,0.16818472222222225,0.06836909989027429,10.049072265625,1,434.7590637207031,2024-08-02
2024-08-05,434.7590637207031,442.2900085449219,423.45001220703125,424.7099914550781,0.018380881172839505,0.1684238125,0.043551640853247905,1.683197021484375,1,438.9132080078125,2024-08-05
2024-08-06,438.9132080078125,447.07000732421875,434.55999755859375,437.2300109863281,0.027750228744939272,0.19746425,0.059829479335058625,-12.330108642578125,0,434.1598815917969,2024-08-06
2024-08-07,434.1598815917969,449.0,434.3699951171875,446.489990234375,0.020844144871794874,0.145214825,0.08557162501571661,6.381256103515625,1,447.4412536621094,2024-08-07
2024-08-08,447.4412536621094,448.989990234375,437.1499938964844,441.05999755859375,0.025368572232645405,0.1406794085365854,0.1483343426462134,3.0379638671875,1,449.7779541015625,2024-08-08
2024-08-09,449.7779541015625,452.05999755859375,445.6099853515625,446.739990234375,0.0230104577032654,0.16682716666666667,0.05662577988439523,-0.6434326171875,0,450.74658203125,2024-08-09
2024-08-12,450.74658203125,454.3699951171875,448.54998779296875,451.3900146484375,0.02105714033295764,0.130103,0.14055872509652476,6.11083984375,1,461.93084716796875,2024-08-12
2024-08-13,461.93084716796875,462.8500061035156,455.67999267578125,455.82000732421875,0.033108459935897436,0.21168025,0.06083286794720353,-1.4293212890625,0,462.0806884765625,2024-08-13
2024-08-14,462.0806884765625,465.1099853515625,458.3999938964844,463.510009765625,0.031067497340930672,0.18244749999999998,0.07962868683017507,4.9942626953125,1,473.7542724609375,2024-08-14
2024-08-15,473.7542724609375,474.82000732421875,468.3800048828125,468.760009765625,0.03997100272053322,0.18769884615384613,0.08370518740578047,1.743408203125,1,474.3634033203125,2024-08-15
2024-08-16,474.3634033203125,476.4100036621094,471.6499938964844,472.6199951171875,0.041290969230769234,0.2018144,0.06536356303446558,5.42462158203125,1,480.5946350097656,2024-08-16
2024-08-19,480.5946350097656,481.30999755859375,473.3699951171875,475.1700134277344,0.02646052786576169,0.1886370625,0.061896691138387694,-0.763946533203125,0,479.5860595703125,2024-08-19
2024-08-20,479.5860595703125,482.94000244140625,478.54998779296875,480.3500061035156,0.020622462222222224,0.16080866666666668,0.04875806668891971,0.772918701171875,1,481.8229064941406,2024-08-20
2024-08-21,481.8229064941406,484.3699951171875,479.32000732421875,481.04998779296875,0.030203559613589028,0.17318716666666667,0.0963848524393494,-10.656341552734375,0,474.18365478515625,2024-08-21
2024-08-22,474.18365478515625,485.5400085449219,473.80999755859375,484.8399963378906,0.023284078907203905,0.1250792857142857,0.09689727605850712,0.08642578125,1,479.326416015625,2024-08-22
2024-08-23,479.326416015625,482.739990234375,475.2799987792969,479.239990234375,0.03086888040971374,0.17783644444444446,0.08667607320290407,-4.77703857421875,0,474.6729736328125,2024-08-23
2024-08-26,474.6729736328125,480.3800048828125,473.239990234375,479.45001220703125,0.02170559294871795,0.1477655,0.07032812747544616,2.400970458984375,1,476.0909729003906,2024-08-26
2024-08-27,476.0909729003906,477.8399963378906,471.7099914550781,473.69000244140625,0.02019865519713262,0.17673383333333334,0.047495677745785135,-5.6014404296875,0,470.6885681152344,2024-08-27
2024-08-28,470.6885681152344,477.0199890136719,467.8900146484375,476.2900085449219,0.025067074950690334,0.1705185,0.14319201491106667,-3.28045654296875,0,469.9995422363281,2024-08-28
2024-08-29,469.9995422363281,477.92999267578125,469.3699951171875,473.2799987792969,0.03831712047337278,0.1628187692307692,0.07841622397677905,0.5616455078125,1,475.6016540527344,2024-08-29
2024-08-30,475.6016540527344,476.8999938964844,470.510009765625,475.0400085449219,0.023912164102564103,0.16391699999999998,0.08141778013667998,-12.038055419921875,0,461.1619567871094,2024-08-30
2024-09-03,461.1619567871094,473.3299865722656,459.4100036621094,473.20001220703125,0.01738757226720648,0.12956849999999998,0.1348860133217744,1.293609619140625,1,459.963623046875,2024-09-03
2024-09-04,459.963623046875,464.45001220703125,457.7300109863281,458.6700134277344,0.02431515354090354,0.204475,0.03648984255423372,1.42303466796875,1,460.3930358886719,2024-09-04
2024-09-05,460.3930358886719,465.3599853515625,457.94000244140625,458.9700012207031,0.02287502430510666,0.1742741764705882,0.12394168553712437,-12.269622802734375,0,448.06036376953125,2024-09-05
2024-09-06,448.06036376953125,461.2200012207031,448.19000244140625,460.3299865722656,0.02076094565491979,0.149252,0.12488727877648605,0.76226806640625,1,453.822265625,2024-09-06
2024-09-09,453.822265625,455.4599914550781,449.82000732421875,453.05999755859375,0.028980351940269183,0.16112900000000002,0.03695365653294078,1.776397705078125,1,458.0163879394531,2024-09-09
2024-09-10,458.0163879394531,459.1700134277344,452.2300109863281,456.239990234375,0.03770245574660634,0.20374829411764706,0.14961238940928534,8.052398681640625,1,467.96240234375,2024-09-10
2024-09-11,467.96240234375,469.3699951171875,451.2799987792969,459.9100036621094,0.033020675713658326,0.1747533188405797,0.09946870744430024,3.90594482421875,1,472.5559387207031,2024-09-11
2024-09-12,472.5559387207031,474.0400085449219,466.8500061035156,468.6499938964844,0.036020533642283636,0.17962,0.03639437667338057,2.192962646484375,1,474.6729736328125,2024-09-12
2024-09-13,474.6729736328125,476.5299987792969,472.25,472.4800109863281,0.02463098843999138,0.182613575,0.07728085137417333,-0.614105224609375,0,472.5758972167969,2024-09-13
2024-09-16,472.5758972167969,473.8599853515625,469.8900146484375,473.19000244140625,0.02095170405982906,0.17692072916666668,0.106956643806895,-3.464447021484375,0,472.8255615234375,2024-09-16
2024-09-17,472.8255615234375,477.6000061035156,470.9700012207031,476.2900085449219,0.032573934520417853,0.18925875,0.02832057384186055,-3.92156982421875,0,470.7784423828125,2024-09-17
2024-09-18,470.7784423828125,478.8299865722656,470.8299865722656,474.70001220703125,0.023512539627039628,0.21049858333333335,0.1311192350662482,0.07171630859375,1,482.68170166015625,2024-09-18
2024-09-19,482.68170166015625,486.2300109863281,480.489990234375,482.6099853515625,0.021948114387464385,0.21400111111111111,0.155311847566754,-0.72698974609375,0,481.76300048828125,2024-09-19
2024-09-20,481.76300048828125,483.69000244140625,478.29998779296875,482.489990234375,0.029237528944911297,0.15552300000000002,0.0538076443415442,0.089996337890625,1,483.0400085449219,2024-09-20
2024-09-23,483.0400085449219,484.1400146484375,481.6000061035156,482.95001220703125,0.025216986273583045,0.24667684523809522,0.035127133196675174,0.910003662109375,1,485.3699951171875,2024-09-23
2024-09-24,485.3699951171875,486.3299865722656,480.1700134277344,484.4599914550781,0.03679837573964497,0.2369971185897436,0.07219378478373989,1.08001708984375,1,485.82000732421875,2024-09-24
2024-09-25,485.82000732421875,487.7900085449219,484.55999755859375,484.739990234375,0.029089066469428007,0.1881454,0.12431147872770708,-3.899993896484375,0,489.4700012207031,2024-09-25
2024-09-26,489.4700012207031,493.70001220703125,485.79998779296875,493.3699951171875,0.014862454415954414,0.17583805555555554,0.111194510224712,-3.75,0,486.75,2024-09-26
2024-09-27,486.75,490.6400146484375,485.55999755859375,490.5,0.021758634920634925,0.17758541666666666,0.08947383134433692,2.290008544921875,1,488.07000732421875,2024-09-27
2024-09-30,488.07000732421875,488.4100036621094,482.9200134277344,485.7799987792969,0.028072982371794872,0.212995,0.18582333704315443,-6.430023193359375,0,481.2699890136719,2024-09-30
2024-10-01,481.2699890136719,488.0,477.3999938964844,487.70001220703125,0.033417901709401704,0.19782995833333333,0.12220580002330012,1.59002685546875,1,481.95001220703125,2024-10-01
2024-10-02,481.95001220703125,483.8800048828125,477.7200012207031,480.3599853515625,0.02233188105413105,0.23382380555555554,0.11385199279368273,1.850006103515625,1,481.5899963378906,2024-10-02
2024-10-03,481.5899963378906,484.54998779296875,478.989990234375,479.739990234375,0.008310800445930881,0.115611,0.1344384220684434,-0.1300048828125,0,487.32000732421875,2024-10-03
2024-10-04,487.32000732421875,487.8800048828125,482.3900146484375,487.45001220703125,0.03825073540903541,0.20858921428571428,0.06915161905896833,-3.290008544921875,0,482.1000061035156,2024-10-04
2024-10-07,482.1000061035156,486.57000732421875,480.8699951171875,485.3900146484375,0.02059583076923077,0.1924559,0.16430930304618896,4.639984130859375,1,489.29998779296875,2024-10-07
2024-10-08,489.29998779296875,489.989990234375,483.8500061035156,484.6600036621094,0.029559082528582532,0.22265520454545457,0.08760242814912332,4.149993896484375,1,493.1499938964844,2024-10-08
2024-10-09,493.1499938964844,493.7300109863281,487.95001220703125,489.0,0.021609636182336182,0.18357666666666664,0.15839297882074668,1.739990234375,1,492.5899963378906,2024-10-09
2024-10-10,492.5899963378906,494.4700012207031,489.5299987792969,490.8500061035156,0.02029044224294224,0.16707277777777776,0.039244071935035166,2.6199951171875,1,493.3599853515625,2024-10-10
2024-10-11,493.3599853515625,494.3900146484375,490.1700134277344,490.739990234375,0.021348385172017526,0.16952004761904763,0.14615465843127778,1.730010986328125,1,497.5,2024-10-11
2024-10-14,497.5,498.8299865722656,495.260009765625,495.7699890136719,0.03446016778598079,0.161926,0.06738584963424332,-6.97998046875,0,490.8500061035156,2024-10-14
2024-10-15,490.8500061035156,498.5,488.67999267578125,497.8299865722656,0.03228816562881563,0.1945485,0.04788552889458192,-0.269989013671875,0,490.9100036621094,2024-10-15
2024-10-16,490.9100036621094,491.69000244140625,487.57000732421875,491.17999267578125,0.0320096157462196,0.23723463205128204,0.06953797005382527,-5.19000244140625,0,491.25,2024-10-16
2024-10-17,491.25,496.489990234375,491.19000244140625,496.44000244140625,0.020753750804424334,0.2093131,0.0890547483384585,0.410003662109375,1,494.4700012207031,2024-10-17
2024-10-18,494.4700012207031,495.57000732421875,493.29998779296875,494.05999755859375,0.026356460622710624,0.1713870476190476,0.09302064719012389,2.170013427734375,1,495.4200134277344,2024-10-18
2024-10-21,495.4200134277344,496.2300109863281,491.30999755859375,493.25,0.021548622654412933,0.21028028881987576,0.036789983972343634,3.22998046875,1,495.9599914550781,2024-10-21
2024-10-22,495.9599914550781,497.45001220703125,491.9700012207031,492.7300109863281,0.018783337606837605,0.179762,0.0726589253734338,-5.230010986328125,0,488.3599853515625,2024-10-22
2024-10-23,488.3599853515625,494.25,485.04998779296875,493.5899963378906,0.01927105939015939,0.21211890810810813,0.14946250800380398,0.21002197265625,1,492.32000732421875,2024-10-23
2024-10-24,492.32000732421875,493.0,489.44000244140625,492.1099853515625,0.030380047692307694,0.18313536,0.08198166439742546,0.17999267578125,1,495.32000732421875,2024-10-24
2024-10-25,495.32000732421875,500.2799987792969,494.42999267578125,495.1400146484375,0.03244547596928032,0.22499269444444445,0.06506647755787914,-3.05999755859375,0,495.3999938964844,2024-10-25
2024-10-28,495.3999938964844,498.5199890136719,495.1000061035156,498.4599914550781,0.022749102268699046,0.193491,0.0699899365139599,4.44000244140625,1,500.1600036621094,2024-10-28
2024-10-29,500.1600036621094,501.3500061035156,493.8500061035156,495.7200012207031,0.01995197126068376,0.21016278333333333,0.050669246628545266,-3.010009765625,0,496.3800048828125,2024-10-29
2024-10-30,496.3800048828125,500.3500061035156,495.8900146484375,499.3900146484375,0.025305754618141715,0.1569165483870968,0.04233122476970862,-8.529998779296875,0,483.8500061035156,2024-10-30
2024-10-31,483.8500061035156,492.42999267578125,483.75,492.3800048828125,0.025669012136752142,0.1678975,0.13012683088506044,1.92999267578125,1,487.42999267578125,2024-10-31
2024-11-01,487.42999267578125,490.75,485.20001220703125,485.5,0.028806768434343433,0.18692174583333332,0.04025510078152258,-0.80999755859375,0,486.010009765625,2024-11-01
2024-11-04,486.010009765625,489.3800048828125,484.25,486.82000732421875,0.024639584615384617,0.19178800000000001,0.016033072637925642,4.600006103515625,1,492.2099914550781,2024-11-04
2024-11-05,492.2099914550781,492.8800048828125,487.5199890136719,487.6099853515625,0.02377521939227625,0.173588,0.036610787271594586,5.019989013671875,1,505.5799865722656,2024-11-05
2024-11-06,505.5799865722656,506.4100036621094,499.6000061035156,500.55999755859375,0.021605107692307692,0.1623066,0.10374568445784463,5.139984130859375,1,513.5399780273438,2024-11-06
2024-11-07,513.5399780273438,514.3300170898438,508.3399963378906,508.3999938964844,0.016403064847942756,0.163161,0.12961753591850544,1.10003662109375,1,514.1400146484375,2024-11-07
2024-11-08,514.1400146484375,514.9199829101562,512.4099731445312,513.0399780273438,0.03840234986146333,0.2308653076923077,0.04954767314069099,-1.52996826171875,0,513.8400268554688,2024-11-08
2024-11-11,513.8400268554688,515.5800170898438,510.9200134277344,515.3699951171875,0.04019150906234289,0.2137564375,0.07231731385790083,-0.86004638671875,0,512.9099731445312,2024-11-11
2024-11-12,512.9099731445312,514.6599731445312,509.8299865722656,513.77001953125,0.017419082353319196,0.170352272556391,0.07062103880198542,-0.1500244140625,0,512.25,2024-11-12
2024-11-13,512.25,514.97998046875,509.95001220703125,512.4000244140625,0.02407104858974359,0.15376676,0.06959964449010142,-3.220001220703125,0,508.69000244140625,2024-11-13
2024-11-14,508.69000244140625,512.7899780273438,507.7699890136719,511.9100036621094,0.015840791941391943,0.12591814285714287,0.15254831292943194,-6.3699951171875,0,496.57000732421875,2024-11-14
2024-11-15,496.57000732421875,503.3299865722656,494.489990234375,502.94000244140625,0.027254083173076926,0.1899925,0.045754045747828494,1.889984130859375,1,500.0199890136719,2024-11-15
