timestamp,Adj_close,Close,High,Low,Open,Volume,headline,sentiment,Daily_Returns,MA_20
2023-09-01 00:00:00+00:00,188.49546813964844,189.4600067138672,189.9199981689453,188.27999877929688,189.4900054931641,45732600,,,,
2023-09-05 00:00:00+00:00,188.73422241210935,189.6999969482422,189.97999572753903,187.6100006103516,188.27999877929688,45280000,,,0.0012667065653462206,
2023-09-06 00:00:00+00:00,181.9788055419922,182.91000366210935,188.8500061035156,181.47000122070312,188.3999938964844,81755800,,,-0.0357933231173716,
2023-09-07 00:00:00+00:00,176.65602111816406,177.55999755859375,178.2100067138672,173.5399932861328,175.17999267578125,112488800,,,-0.02924939039090879,
2023-09-08 00:00:00+00:00,177.2728729248047,178.17999267578125,180.2400054931641,177.7899932861328,178.35000610351562,65551300,,,0.0034917499758519988,
2023-09-11 00:00:00+00:00,178.44686889648438,179.36000061035156,180.3000030517578,177.33999633789062,180.07000732421875,58953100,,,0.006622561359722834,
2023-09-12 00:00:00+00:00,175.40245056152344,176.3000030517578,180.1300048828125,174.82000732421875,179.49000549316406,90370200,,,-0.017060646455066664,
2023-09-13 00:00:00+00:00,173.32308959960938,174.2100067138672,177.3000030517578,173.97999572753906,176.50999450683594,84267900,,,-0.011854771989295187,
2023-09-14 00:00:00+00:00,174.84530639648438,175.74000549316406,176.10000610351562,173.5800018310547,174.0,60895800,,,0.008782496529087691,
2023-09-15 00:00:00+00:00,174.11900329589844,175.00999450683594,176.5,173.82000732421875,176.47999572753906,109205100,,,-0.004153926047057777,
2023-09-18 00:00:00+00:00,177.06394958496094,177.97000122070312,179.3800048828125,176.1699981689453,176.47999572753906,67257600,,,0.016913358132535583,
2023-09-19 00:00:00+00:00,178.15834045410156,179.07000732421875,179.6300048828125,177.1300048828125,177.52000427246094,51826900,,,0.006180851244426799,
2023-09-20 00:00:00+00:00,174.59658813476562,175.49000549316406,179.6999969482422,175.39999389648438,179.25999450683594,58436200,,,-0.01999219123598317,
2023-09-21 00:00:00+00:00,173.04449462890625,173.92999267578125,176.3000030517578,173.86000061035156,174.5500030517578,63047900,,,-0.008889468166570769,
2023-09-22 00:00:00+00:00,173.90013122558594,174.7899932861328,177.0800018310547,174.0500030517578,174.6699981689453,56725400,,,0.0049445216268977354,
2023-09-25 00:00:00+00:00,175.18356323242188,176.0800018310547,176.97000122070312,174.14999389648438,174.1999969482422,46172700,,,0.00738033408360006,
2023-09-26 00:00:00+00:00,171.0845489501953,171.9600067138672,175.1999969482422,171.66000366210938,174.82000732421875,64588900,,,-0.023398427273646605,
2023-09-27 00:00:00+00:00,169.56231689453125,170.42999267578125,173.0399932861328,169.0500030517578,172.6199951171875,66921800,,,-0.008897499292564004,
2023-09-28 00:00:00+00:00,169.82101440429688,170.69000244140625,172.02999877929688,167.6199951171875,169.33999633789062,56294400,,,0.0015256103784480057,
2023-09-29 00:00:00+00:00,170.33837890625,171.2100067138672,173.07000732421875,170.33999633789062,172.02000427246094,51814200,,,0.003046483478957418,177.00250091552735
2023-10-02 00:00:00+00:00,172.86541748046875,173.75,174.3000030517578,170.92999267578125,171.22000122070312,52164500,,,0.014835542237771948,176.21700057983398
2023-10-03 00:00:00+00:00,171.52230834960938,172.39999389648438,173.6300048828125,170.82000732421875,172.25999450683594,49594600,,,-0.007769819300809333,175.35200042724608
2023-10-04 00:00:00+00:00,172.77589416503906,173.66000366210938,174.2100067138672,170.97000122070312,171.08999633789062,53020300,,,0.00730864159068112,174.8895004272461
