timestamp,Adj_close,Close,High,Low,Open,Volume,headline,sentiment,Daily_Returns,MA_20
2023-09-01 00:00:00+00:00,4515.77001953125,4515.77001953125,4541.25,4501.35009765625,4530.60009765625,3246260000,,,,
2023-09-05 00:00:00+00:00,4496.830078125,4496.830078125,4514.2900390625,4496.009765625,4510.06005859375,3526250000,,,-0.004194177587506065,
2023-09-06 00:00:00+00:00,4465.47998046875,4465.47998046875,4490.35009765625,4442.3798828125,4490.35009765625,3418850000,,,-0.006971599351452862,
2023-09-07 00:00:00+00:00,4451.14013671875,4451.14013671875,4457.81005859375,4430.4599609375,4434.5498046875,3763760000,,,-0.0032112659361860363,
2023-09-08 00:00:00+00:00,4457.490234375,4457.490234375,4473.52978515625,4448.3798828125,4451.2998046875,3259290000,,,0.0014266227216406246,
2023-09-11 00:00:00+00:00,4487.4599609375,4487.4599609375,4490.77001953125,4467.89013671875,4480.97998046875,3369920000,,,0.006723453106275201,
2023-09-12 00:00:00+00:00,4461.89990234375,4461.89990234375,4487.10986328125,4456.830078125,4473.27001953125,3435740000,,,-0.005695885604828921,
2023-09-13 00:00:00+00:00,4467.43994140625,4467.43994140625,4479.39013671875,4453.52001953125,4462.64990234375,3529430000,,,0.0012416323054647016,
2023-09-14 00:00:00+00:00,4505.10009765625,4505.10009765625,4511.990234375,4478.68994140625,4487.77978515625,3648720000,,,0.00842991886716793,
2023-09-15 00:00:00+00:00,4450.31982421875,4450.31982421875,4497.97998046875,4447.2099609375,4497.97998046875,6932230000,,,-0.012159612938677844,
2023-09-18 00:00:00+00:00,4453.52978515625,4453.52978515625,4466.35986328125,4442.10986328125,4445.1298828125,3161230000,,,0.0007212876971294246,
2023-09-19 00:00:00+00:00,4443.9501953125,4443.9501953125,4449.85009765625,4416.60986328125,4445.41015625,3614880000,,,-0.002151010615372817,
2023-09-20 00:00:00+00:00,4402.2001953125,4402.2001953125,4461.02978515625,4401.3798828125,4452.81005859375,3308450000,,,-0.0093947947580596,
2023-09-21 00:00:00+00:00,4330.0,4330.0,4375.7001953125,4329.169921875,4374.35986328125,3662340000,,,-0.01640093410321941,
2023-09-22 00:00:00+00:00,4320.06005859375,4320.06005859375,4357.39990234375,4316.490234375,4341.740234375,3349570000,,,-0.002295598477193961,
2023-09-25 00:00:00+00:00,4337.43994140625,4337.43994140625,4338.509765625,4302.7001953125,4310.6201171875,3195650000,,,0.0040230650909416354,
2023-09-26 00:00:00+00:00,4273.52978515625,4273.52978515625,4313.009765625,4265.97998046875,4312.8798828125,3472340000,,,-0.014734533990868215,
2023-09-27 00:00:00+00:00,4274.509765625,4274.509765625,4292.06982421875,4238.6298828125,4282.6298828125,3875880000,,,0.00022931406074522265,
2023-09-28 00:00:00+00:00,4299.7001953125,4299.7001953125,4317.27001953125,4264.3798828125,4269.64990234375,3846230000,,,0.005893173970516585,
2023-09-29 00:00:00+00:00,4288.0498046875,4288.0498046875,4333.14990234375,4274.85986328125,4328.18017578125,3865960000,,,-0.002709582086142026,4409.094995117188
2023-10-02 00:00:00+00:00,4288.39013671875,4288.39013671875,4300.580078125,4260.2099609375,4284.52001953125,3938660000,,,7.936755559079245e-05,4397.726000976562
2023-10-03 00:00:00+00:00,4229.4501953125,4229.4501953125,4281.14990234375,4216.4501953125,4269.75,3953830000,,,-0.013744071674259506,4384.357006835938
2023-10-04 00:00:00+00:00,4263.75,4263.75,4268.5,4220.47998046875,4233.830078125,3777600000,,,0.008109754957160709,4374.2705078125
2023-10-05 00:00:00+00:00,4258.18994140625,4258.18994140625,4267.1298828125,4225.91015625,4259.31005859375,3581470000,,,-0.001304030159777203,4364.622998046875
2023-10-06 00:00:00+00:00,4308.5,4308.5,4324.10009765625,4219.5498046875,4234.7900390625,3902030000,,,0.011814893014644445,4357.173486328125
